,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
lp__,-29862.1,0.0280078,1.21738,0.997049,-29864.5,-29861.8,-29860.8,1953.42,2428.64,3.63001,1.00156
v_easy,0.303973,0.000263945,0.0129209,0.0128114,0.282203,0.303836,0.325314,2430.93,2733.58,4.51736,1.00109
v_hard,0.286643,0.000211849,0.0106345,0.0107821,0.269091,0.286733,0.303918,2568.63,3013.12,4.77325,1.00026
beta_logit,-0.192332,0.000213887,0.0101747,0.010079,-0.209256,-0.192152,-0.176001,2296.67,2444.91,4.26787,1.00151
beta,0.452066,5.29776e-05,0.00252021,0.00249677,0.447876,0.452109,0.456113,2296.67,2444.91,4.26786,1.00152
v_diff,0.0173301,0.000257577,0.0150643,0.0150079,-0.00715714,0.0172726,0.0423527,3422.73,2964.81,6.3604,1.0002
p_v_easy_gt_v_hard,0.87475,,0.331044,0.0,0.0,1.0,1.0,3360.61,3360.61,6.24497,0.999651
log_lik[1],-4.02249,4.83296e-05,0.00245233,0.00248869,-4.02671,-4.02237,-4.01869,2656.76,2947.26,4.937,1.00022
log_lik[2],-2.08499,0.000258031,0.0126242,0.0124974,-2.10596,-2.08477,-2.06385,2427.3,2733.58,4.51062,1.0011
log_lik[3],-2.29207,0.00021064,0.0105501,0.0106604,-2.30934,-2.29215,-2.27473,2553.14,3013.66,4.74446,1.00027
log_lik[4],-1.56583,0.000113999,0.00577855,0.00586376,-1.57546,-1.56573,-1.55652,2625.21,2989.05,4.87839,1.00024
log_lik[5],-1.09967,0.000211301,0.0105881,0.0103823,-1.11716,-1.09954,-1.08208,2546.51,2774.73,4.73213,1.0011
log_lik[6],-1.92895,0.000126156,0.00620412,0.00612284,-1.93949,-1.92893,-1.91891,2455.1,2733.43,4.56227,1.00107
log_lik[7],-1.04871,0.000124961,0.00641212,0.00651254,-1.05931,-1.04863,-1.0384,2687.1,2970.78,4.99339,1.0003
log_lik[8],-3.9311,0.000255456,0.0127964,0.0129338,-3.95209,-3.93115,-3.91012,2552.18,3013.66,4.74268,1.00027
log_lik[9],-2.23515,9.65901e-05,0.0048835,0.00494692,-2.24331,-2.23503,-2.22729,2615.71,2989.05,4.86072,1.00025
log_lik[10],-0.698291,0.00017553,0.00941556,0.00920324,-0.713855,-0.698121,-0.682759,2918.26,3203.95,5.42296,1.00112
log_lik[11],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[12],-1.86307,0.000106438,0.00538515,0.00546687,-1.87205,-1.86296,-1.85439,2617.36,2989.05,4.86379,1.00025
log_lik[13],-1.02128,0.000205654,0.0103794,0.010142,-1.03842,-1.0212,-1.00409,2584.03,2838.09,4.80186,1.00131
log_lik[14],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[15],-1.93518,0.000252267,0.0123503,0.0122323,-1.95566,-1.93498,-1.91447,2429.99,2733.58,4.51561,1.00109
log_lik[16],-1.03815,0.000154155,0.00765916,0.0075391,-1.05104,-1.03818,-1.02561,2503.57,2754.0,4.65235,1.00119
log_lik[17],-0.675896,0.000158977,0.00808663,0.00788037,-0.689379,-0.675917,-0.66263,2623.96,2914.51,4.87606,1.00132
log_lik[18],-1.93518,0.000252267,0.0123503,0.0122323,-1.95566,-1.93498,-1.91447,2429.99,2733.58,4.51561,1.00109
log_lik[19],-3.40973,0.000241304,0.0120845,0.0122055,-3.42955,-3.40978,-3.38991,2551.54,3013.66,4.74148,1.00027
log_lik[20],-1.34347,0.00011924,0.006063,0.00615405,-1.35353,-1.34339,-1.33368,2642.34,2943.02,4.91021,1.00022
log_lik[21],-2.22733,0.000115661,0.00568648,0.00561112,-2.23702,-2.22729,-2.21815,2453.95,2733.54,4.56014,1.00107
log_lik[22],-1.55906,0.000236569,0.0116286,0.0115157,-1.57832,-1.55887,-1.53957,2449.23,2733.43,4.55137,1.00108
log_lik[23],-3.50114,6.24213e-05,0.0031613,0.00320761,-3.50651,-3.50102,-3.49615,2637.82,2943.09,4.90181,1.00022
log_lik[24],-0.975567,0.000126002,0.00649056,0.0065994,-0.986311,-0.975462,-0.965109,2707.54,2970.85,5.03137,1.00042
log_lik[25],-1.4078,0.000143702,0.00708667,0.00700291,-1.4198,-1.40782,-1.39623,2467.69,2733.43,4.58567,1.00107
log_lik[26],-1.86017,0.000249305,0.012211,0.0120933,-1.88044,-1.85999,-1.83969,2432.03,2733.58,4.51941,1.0011
log_lik[27],-3.42666,6.44358e-05,0.00326267,0.00330716,-3.4322,-3.42655,-3.42151,2635.55,2943.09,4.89761,1.00022
log_lik[28],-1.70536,0.000133873,0.00658797,0.00649534,-1.71652,-1.70535,-1.69467,2457.03,2733.43,4.56585,1.00108
log_lik[29],-1.26954,0.000120845,0.00615438,0.00626791,-1.27974,-1.26947,-1.2596,2649.2,2943.02,4.92296,1.00022
log_lik[30],-0.964832,0.000155764,0.00776067,0.00764241,-0.977837,-0.96488,-0.952129,2517.31,2734.57,4.67788,1.00121
log_lik[31],-3.57562,6.0407e-05,0.00305995,0.00310353,-3.58082,-3.5755,-3.5708,2640.76,2943.09,4.90728,1.00022
log_lik[32],-0.964832,0.000155764,0.00776067,0.00764241,-0.977837,-0.96488,-0.952129,2517.31,2734.57,4.67788,1.00121
log_lik[33],-1.55906,0.000236569,0.0116286,0.0115157,-1.57832,-1.55887,-1.53957,2449.23,2733.43,4.55137,1.00108
log_lik[34],-2.88831,0.000227112,0.0113716,0.011482,-2.90694,-2.88836,-2.86964,2551.16,3013.66,4.74079,1.00027
log_lik[35],-1.49163,0.000115803,0.00587475,0.00595353,-1.50142,-1.49154,-1.48215,2629.24,2965.66,4.88587,1.00024
log_lik[36],-1.76897,0.000195137,0.00980268,0.00992208,-1.78499,-1.76902,-1.75282,2569.8,3013.12,4.77543,1.00026
log_lik[37],-2.08499,0.000258031,0.0126242,0.0124974,-2.10596,-2.08477,-2.06385,2427.3,2733.58,4.51062,1.0011
log_lik[38],-2.08628,0.000100559,0.00508491,0.00515389,-2.09477,-2.08617,-2.07809,2615.72,2989.05,4.86075,1.00025
log_lik[39],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[40],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[41],-1.55647,0.000138879,0.00683991,0.00675057,-1.56805,-1.55647,-1.54534,2461.02,2733.43,4.57328,1.00107
log_lik[42],-1.18553,0.000150357,0.00744065,0.00736719,-1.19812,-1.18555,-1.17333,2484.16,2743.66,4.61628,1.00107
log_lik[43],-2.29207,0.00021064,0.0105501,0.0106604,-2.30934,-2.29215,-2.27473,2553.14,3013.66,4.74446,1.00027
log_lik[44],-2.01186,0.000102531,0.0051853,0.00526071,-2.02051,-2.01175,-2.0035,2615.86,2989.05,4.86102,1.00025
log_lik[45],-1.19575,0.000122351,0.00624338,0.00635405,-1.2061,-1.19565,-1.18565,2657.79,2943.64,4.93893,1.00022
log_lik[46],-1.64008,0.000112153,0.00568131,0.00576642,-1.64955,-1.63998,-1.63092,2622.71,2989.05,4.87374,1.00023
log_lik[47],-1.78508,0.000246274,0.0120698,0.0119414,-1.80512,-1.7849,-1.76482,2434.99,2733.54,4.5249,1.0011
log_lik[48],-2.83085,8.05492e-05,0.00407384,0.00412148,-2.83771,-2.83073,-2.82435,2621.52,2989.05,4.87154,1.00023
log_lik[49],-0.780658,0.000184396,0.00967185,0.0095193,-0.796681,-0.780531,-0.764636,2789.96,3042.0,5.18453,1.00157
log_lik[50],-1.63089,0.000136394,0.00671446,0.00662811,-1.64227,-1.63089,-1.61998,2458.3,2733.43,4.56822,1.00107
log_lik[51],-1.49163,0.000115803,0.00587475,0.00595353,-1.50142,-1.49154,-1.48215,2629.24,2965.66,4.88587,1.00024
log_lik[52],-2.01011,0.000255172,0.0124879,0.0123656,-2.03084,-2.0099,-1.98919,2428.27,2733.58,4.51242,1.00109
log_lik[53],-2.66479,0.000220991,0.011065,0.0111683,-2.68292,-2.66485,-2.64662,2551.53,3013.66,4.74147,1.00027
log_lik[54],-1.93746,0.000104492,0.0052854,0.00536605,-1.94627,-1.93734,-1.92894,2616.26,2989.05,4.86176,1.00025
log_lik[55],-1.25449,0.00022106,0.0109695,0.010801,-1.27262,-1.25437,-1.23621,2497.53,2773.94,4.64112,1.00113
log_lik[56],-2.4412,0.000214814,0.010757,0.0108578,-2.45882,-2.44127,-2.42353,2551.93,3013.66,4.74221,1.00027
log_lik[57],-1.11173,0.00015234,0.00755216,0.00748098,-1.12448,-1.11176,-1.09936,2493.35,2743.84,4.63335,1.00106
log_lik[58],-0.698291,0.00017553,0.00941556,0.00920324,-0.713855,-0.698121,-0.682759,2918.26,3203.95,5.42296,1.00112
log_lik[59],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[60],-2.01186,0.000102531,0.0051853,0.00526071,-2.02051,-2.01175,-2.0035,2615.86,2989.05,4.86102,1.00025
log_lik[61],-1.02128,0.000205654,0.0103794,0.010142,-1.03842,-1.0212,-1.00409,2584.03,2838.09,4.80186,1.00131
log_lik[62],-1.33114,0.000225342,0.0111451,0.0110389,-1.34954,-1.33098,-1.31248,2480.11,2723.79,4.60875,1.00107
log_lik[63],-3.18627,0.000235231,0.0117792,0.0118956,-3.20559,-3.18632,-3.16694,2551.23,3013.66,4.74091,1.00027
log_lik[64],-1.4821,0.000141319,0.00696409,0.00686985,-1.49389,-1.48211,-1.47075,2463.78,2733.43,4.5784,1.00107
log_lik[65],-1.63456,0.000239929,0.0117792,0.0116603,-1.65409,-1.63437,-1.6148,2443.29,2733.54,4.54032,1.00109
log_lik[66],-3.19764,8.11027e-05,0.00399175,0.00393793,-3.20454,-3.19754,-3.19131,2459.45,2733.43,4.57035,1.00107
log_lik[67],-1.02128,0.000205654,0.0103794,0.010142,-1.03842,-1.0212,-1.00409,2584.03,2838.09,4.80186,1.00131
log_lik[68],-3.85662,0.000253436,0.0126948,0.0128292,-3.87744,-3.85667,-3.83581,2552.22,3013.66,4.74276,1.00027
log_lik[69],-2.66479,0.000220991,0.011065,0.0111683,-2.68292,-2.66485,-2.64662,2551.53,3013.66,4.74147,1.00027
log_lik[70],-1.64008,0.000112153,0.00568131,0.00576642,-1.64955,-1.63998,-1.63092,2622.71,2989.05,4.87374,1.00023
log_lik[71],-1.34347,0.00011924,0.006063,0.00615405,-1.35353,-1.34339,-1.33368,2642.34,2943.02,4.91021,1.00022
log_lik[72],-1.99348,0.000202033,0.0101296,0.0102448,-2.01001,-1.99356,-1.97681,2558.54,3013.66,4.7545,1.00027
log_lik[73],-2.45851,9.05948e-05,0.00458036,0.00463431,-2.46618,-2.45839,-2.45116,2617.76,2989.05,4.86453,1.00024
log_lik[74],-0.830362,0.000127341,0.00663188,0.00673322,-0.841321,-0.830246,-0.819679,2768.41,2995.12,5.14449,1.00057
log_lik[75],-1.55647,0.000138879,0.00683991,0.00675057,-1.56805,-1.55647,-1.54534,2461.02,2733.43,4.57328,1.00107
log_lik[76],-1.91872,0.000199792,0.0100221,0.0101479,-1.93506,-1.91879,-1.90221,2561.4,3013.66,4.75981,1.00026
log_lik[77],-2.06819,0.00020423,0.0102359,0.010354,-2.08491,-2.06826,-2.05135,2556.16,3013.66,4.75007,1.00027
log_lik[78],-1.26954,0.000120845,0.00615438,0.00626791,-1.27974,-1.26947,-1.2596,2649.2,2943.02,4.92296,1.00022
log_lik[79],-2.66479,0.000220991,0.011065,0.0111683,-2.68292,-2.66485,-2.64662,2551.53,3013.66,4.74147,1.00027
log_lik[80],-2.66479,0.000220991,0.011065,0.0111683,-2.68292,-2.66485,-2.64662,2551.53,3013.66,4.74147,1.00027
log_lik[81],-1.85439,0.000128749,0.00633265,0.0062499,-1.86515,-1.85438,-1.84414,2455.87,2733.43,4.5637,1.00107
log_lik[82],-1.08509,0.000166715,0.00863578,0.00879293,-1.0991,-1.08515,-1.07092,2733.21,2995.49,5.07909,1.00045
log_lik[83],-3.94802,5.03412e-05,0.00255352,0.00258966,-3.9524,-3.94789,-3.94404,2654.0,2947.26,4.93189,1.00022
log_lik[84],-1.4078,0.000143702,0.00708667,0.00700291,-1.4198,-1.40782,-1.39623,2467.69,2733.43,4.58567,1.00107
log_lik[85],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[86],-1.11173,0.00015234,0.00755216,0.00748098,-1.12448,-1.11176,-1.09936,2493.35,2743.84,4.63335,1.00106
log_lik[87],-1.34347,0.00011924,0.006063,0.00615405,-1.35353,-1.34339,-1.33368,2642.34,2943.02,4.91021,1.00022
log_lik[88],-0.698291,0.00017553,0.00941556,0.00920324,-0.713855,-0.698121,-0.682759,2918.26,3203.95,5.42296,1.00112
log_lik[89],-1.93518,0.000252267,0.0123503,0.0122323,-1.95566,-1.93498,-1.91447,2429.99,2733.58,4.51561,1.00109
log_lik[90],-1.64008,0.000112153,0.00568131,0.00576642,-1.64955,-1.63998,-1.63092,2622.71,2989.05,4.87374,1.00023
log_lik[91],-1.99348,0.000202033,0.0101296,0.0102448,-2.01001,-1.99356,-1.97681,2558.54,3013.66,4.7545,1.00027
log_lik[92],-1.86307,0.000106438,0.00538515,0.00546687,-1.87205,-1.86296,-1.85439,2617.36,2989.05,4.86379,1.00025
log_lik[93],-1.25449,0.00022106,0.0109695,0.010801,-1.27262,-1.25437,-1.23621,2497.53,2773.94,4.64112,1.00113
log_lik[94],-1.48336,0.000233045,0.0114734,0.0113618,-1.50235,-1.48318,-1.46415,2457.12,2733.43,4.56602,1.00108
log_lik[95],-1.71438,0.000110274,0.00558323,0.00566242,-1.72368,-1.71427,-1.70537,2621.18,2989.05,4.8709,1.00025
log_lik[96],-1.33114,0.000225342,0.0111451,0.0110389,-1.34954,-1.33098,-1.31248,2480.11,2723.79,4.60875,1.00107
log_lik[97],-2.01186,0.000102531,0.0051853,0.00526071,-2.02051,-2.01175,-2.0035,2615.86,2989.05,4.86102,1.00025
log_lik[98],-1.4821,0.000141319,0.00696409,0.00686985,-1.49389,-1.48211,-1.47075,2463.78,2733.43,4.5784,1.00107
log_lik[99],-2.14285,0.000206393,0.0103413,0.0104585,-2.15975,-2.14292,-2.12585,2555.15,3013.66,4.7482,1.00027
log_lik[100],-3.50114,6.24213e-05,0.0031613,0.00320761,-3.50651,-3.50102,-3.49615,2637.82,2943.09,4.90181,1.00022
log_lik[101],-1.86307,0.000106438,0.00538515,0.00546687,-1.87205,-1.86296,-1.85439,2617.36,2989.05,4.86379,1.00025
log_lik[102],-1.64008,0.000112153,0.00568131,0.00576642,-1.64955,-1.63998,-1.63092,2622.71,2989.05,4.87374,1.00023
log_lik[103],-1.19575,0.000122351,0.00624338,0.00635405,-1.2061,-1.19565,-1.18565,2657.79,2943.64,4.93893,1.00022
log_lik[104],-1.63089,0.000136394,0.00671446,0.00662811,-1.64227,-1.63089,-1.61998,2458.3,2733.43,4.56822,1.00107
log_lik[105],-1.78508,0.000246274,0.0120698,0.0119414,-1.80512,-1.7849,-1.76482,2434.99,2733.54,4.5249,1.0011
log_lik[106],-1.56583,0.000113999,0.00577855,0.00586376,-1.57546,-1.56573,-1.55652,2625.21,2989.05,4.87839,1.00024
log_lik[107],-1.33359,0.000146015,0.00720728,0.0071365,-1.3458,-1.33361,-1.32179,2472.36,2743.33,4.59435,1.00107
log_lik[108],-1.4821,0.000141319,0.00696409,0.00686985,-1.49389,-1.48211,-1.47075,2463.78,2733.43,4.5784,1.00107
log_lik[109],-1.63089,0.000136394,0.00671446,0.00662811,-1.64227,-1.63089,-1.61998,2458.3,2733.43,4.56822,1.00107
log_lik[110],-2.38414,0.000269167,0.0131607,0.0130268,-2.406,-2.38391,-2.36212,2423.74,2733.58,4.504,1.0011
log_lik[111],-3.18627,0.000235231,0.0117792,0.0118956,-3.20559,-3.18632,-3.16694,2551.23,3013.66,4.74091,1.00027
log_lik[112],-2.14285,0.000206393,0.0103413,0.0104585,-2.15975,-2.14292,-2.12585,2555.15,3013.66,4.7482,1.00027
log_lik[113],-1.69394,0.000192693,0.00968999,0.00982408,-1.70979,-1.69398,-1.678,2574.86,3062.34,4.78482,1.00025
log_lik[114],-2.08628,0.000100559,0.00508491,0.00515389,-2.09477,-2.08617,-2.07809,2615.72,2989.05,4.86075,1.00025
log_lik[115],-3.72458,5.63794e-05,0.0028573,0.00289885,-3.72945,-3.72446,-3.7201,2645.45,2943.09,4.91599,1.00022
log_lik[116],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[117],-1.77986,0.000131323,0.00646064,0.00637014,-1.79082,-1.77985,-1.76939,2455.75,2733.43,4.56348,1.00108
log_lik[118],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[119],-1.63089,0.000136394,0.00671446,0.00662811,-1.64227,-1.63089,-1.61998,2458.3,2733.43,4.56822,1.00107
log_lik[120],-1.03815,0.000154155,0.00765916,0.0075391,-1.05104,-1.03818,-1.02561,2503.57,2754.0,4.65235,1.00119
log_lik[121],-1.93746,0.000104492,0.0052854,0.00536605,-1.94627,-1.93734,-1.92894,2616.26,2989.05,4.86176,1.00025
log_lik[122],-0.616999,0.000126601,0.00679532,0.00682334,-0.628298,-0.616944,-0.606014,2929.45,3220.73,5.44375,1.00051
log_lik[123],-1.11173,0.00015234,0.00755216,0.00748098,-1.12448,-1.11176,-1.09936,2493.35,2743.84,4.63335,1.00106
log_lik[124],-1.4078,0.000143702,0.00708667,0.00700291,-1.4198,-1.40782,-1.39623,2467.69,2733.43,4.58567,1.00107
log_lik[125],-1.12212,0.000123732,0.0063295,0.00643144,-1.1326,-1.12204,-1.11193,2670.4,2990.36,4.96237,1.00027
log_lik[126],-0.891848,0.000157117,0.00785555,0.00776005,-0.905025,-0.891883,-0.87899,2534.97,2734.8,4.7107,1.00117
log_lik[127],-1.12212,0.000123732,0.0063295,0.00643144,-1.1326,-1.12204,-1.11193,2670.4,2990.36,4.96237,1.00027
log_lik[128],-3.6501,5.83931e-05,0.00295861,0.00299878,-3.65514,-3.64998,-3.64545,2643.56,2943.09,4.91249,1.00022
log_lik[129],-1.78871,0.000108367,0.00548446,0.0055636,-1.79785,-1.7886,-1.77986,2619.12,2989.05,4.86706,1.00025
log_lik[130],-2.06819,0.00020423,0.0102359,0.010354,-2.08491,-2.06826,-2.05135,2556.16,3013.66,4.75007,1.00027
log_lik[131],-2.45851,9.05948e-05,0.00458036,0.00463431,-2.46618,-2.45839,-2.45116,2617.76,2989.05,4.86453,1.00024
log_lik[132],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[133],-2.07811,0.000120928,0.00594586,0.00586339,-2.08824,-2.07809,-2.0685,2454.01,2733.54,4.56026,1.00107
log_lik[134],-1.40741,0.000229318,0.0113126,0.0112097,-1.42611,-1.40724,-1.38844,2467.46,2713.95,4.58524,1.00108
log_lik[135],-4.15454,0.000261518,0.0131015,0.0132455,-4.17604,-4.15458,-4.13307,2552.45,3013.66,4.74317,1.00027
log_lik[136],-1.71438,0.000110274,0.00558323,0.00566242,-1.72368,-1.71427,-1.70537,2621.18,2989.05,4.8709,1.00025
log_lik[137],-3.9311,0.000255456,0.0127964,0.0129338,-3.95209,-3.93115,-3.91012,2552.18,3013.66,4.74268,1.00027
log_lik[138],-2.59027,0.00021894,0.0109626,0.0110629,-2.60823,-2.59033,-2.57226,2551.68,3013.66,4.74175,1.00027
log_lik[139],-3.57562,6.0407e-05,0.00305995,0.00310353,-3.58082,-3.5755,-3.5708,2640.76,2943.09,4.90728,1.00022
log_lik[140],-1.17737,0.000216406,0.0107844,0.0106211,-1.19519,-1.17719,-1.15942,2517.33,2734.57,4.67791,1.00123
log_lik[141],-0.819284,0.000158154,0.00794248,0.00777917,-0.832597,-0.819324,-0.806286,2556.12,2775.43,4.75,1.00114
log_lik[142],-1.78871,0.000108367,0.00548446,0.0055636,-1.79785,-1.7886,-1.77986,2619.12,2989.05,4.86706,1.00025
log_lik[143],-0.902754,0.000126813,0.00656408,0.00667238,-0.913596,-0.902639,-0.892189,2734.36,2995.72,5.08122,1.00047
log_lik[144],-1.23957,0.000174861,0.00893605,0.00911969,-1.2541,-1.23964,-1.22484,2661.54,2989.28,4.9459,1.00022
log_lik[145],-1.78871,0.000108367,0.00548446,0.0055636,-1.79785,-1.7886,-1.77986,2619.12,2989.05,4.86706,1.00025
log_lik[146],-1.12212,0.000123732,0.0063295,0.00643144,-1.1326,-1.12204,-1.11193,2670.4,2990.36,4.96237,1.00027
log_lik[147],-1.99348,0.000202033,0.0101296,0.0102448,-2.01001,-1.99356,-1.97681,2558.54,3013.66,4.7545,1.00027
log_lik[148],-3.85662,0.000253436,0.0126948,0.0128292,-3.87744,-3.85667,-3.83581,2552.22,3013.66,4.74276,1.00027
log_lik[149],-2.59027,0.00021894,0.0109626,0.0110629,-2.60823,-2.59033,-2.57226,2551.68,3013.66,4.74175,1.00027
log_lik[150],-2.30959,9.4596e-05,0.00478256,0.00484343,-2.3176,-2.30948,-2.30191,2616.09,2989.05,4.86143,1.00024
log_lik[151],-1.17737,0.000216406,0.0107844,0.0106211,-1.19519,-1.17719,-1.15942,2517.33,2734.57,4.67791,1.00123
log_lik[152],-1.55647,0.000138879,0.00683991,0.00675057,-1.56805,-1.55647,-1.54534,2461.02,2733.43,4.57328,1.00107
log_lik[153],-0.290644,0.000133167,0.00905519,0.00906966,-0.305736,-0.290632,-0.276113,4640.71,3638.06,8.62376,1.00112
log_lik[154],-0.468154,0.000155559,0.00821018,0.00808094,-0.481879,-0.468223,-0.454645,2823.47,3126.33,5.24681,1.00148
log_lik[155],-0.942065,0.00019936,0.0101569,0.00988817,-0.958812,-0.941942,-0.925196,2634.61,2891.59,4.89585,1.00145
log_lik[156],-1.71438,0.000110274,0.00558323,0.00566242,-1.72368,-1.71427,-1.70537,2621.18,2989.05,4.8709,1.00025
log_lik[157],-0.861897,0.000192311,0.00992059,0.00968772,-0.878323,-0.861749,-0.845435,2701.25,3019.06,5.01969,1.00167
log_lik[158],-0.819284,0.000158154,0.00794248,0.00777917,-0.832597,-0.819324,-0.806286,2556.12,2775.43,4.75,1.00114
log_lik[159],-1.4078,0.000143702,0.00708667,0.00700291,-1.4198,-1.40782,-1.39623,2467.69,2733.43,4.58567,1.00107
log_lik[160],-1.18553,0.000150357,0.00744065,0.00736719,-1.19812,-1.18555,-1.17333,2484.16,2743.66,4.61628,1.00107
log_lik[161],-1.03815,0.000154155,0.00765916,0.0075391,-1.05104,-1.03818,-1.02561,2503.57,2754.0,4.65235,1.00119
log_lik[162],-2.83085,8.05492e-05,0.00407384,0.00412148,-2.83771,-2.83073,-2.82435,2621.52,2989.05,4.87154,1.00023
log_lik[163],-0.446973,0.00014396,0.00877694,0.00866234,-0.461718,-0.446877,-0.432825,3661.29,3505.49,6.80372,1.00162
log_lik[164],-1.41751,0.000117554,0.00596967,0.00604968,-1.42745,-1.41743,-1.40786,2635.11,2943.09,4.89678,1.00023
log_lik[165],-1.40741,0.000229318,0.0113126,0.0112097,-1.42611,-1.40724,-1.38844,2467.46,2713.95,4.58524,1.00108
log_lik[166],-1.70536,0.000133873,0.00658797,0.00649534,-1.71652,-1.70535,-1.69467,2457.03,2733.43,4.56585,1.00108
log_lik[167],-1.16262,0.000170991,0.00878998,0.00894556,-1.17686,-1.1627,-1.14815,2692.11,2990.33,5.00271,1.00034
log_lik[168],-1.86307,0.000106438,0.00538515,0.00546687,-1.87205,-1.86296,-1.85439,2617.36,2989.05,4.86379,1.00025
log_lik[169],-1.64008,0.000112153,0.00568131,0.00576642,-1.64955,-1.63998,-1.63092,2622.71,2989.05,4.87374,1.00023
log_lik[170],-1.12212,0.000123732,0.0063295,0.00643144,-1.1326,-1.12204,-1.11193,2670.4,2990.36,4.96237,1.00027
log_lik[171],-1.56583,0.000113999,0.00577855,0.00586376,-1.57546,-1.56573,-1.55652,2625.21,2989.05,4.87839,1.00024
log_lik[172],-2.4412,0.000214814,0.010757,0.0108578,-2.45882,-2.44127,-2.42353,2551.93,3013.66,4.74221,1.00027
log_lik[173],-2.08628,0.000100559,0.00508491,0.00515389,-2.09477,-2.08617,-2.07809,2615.72,2989.05,4.86075,1.00025
log_lik[174],-1.41751,0.000117554,0.00596967,0.00604968,-1.42745,-1.41743,-1.40786,2635.11,2943.09,4.89678,1.00023
log_lik[175],-1.91872,0.000199792,0.0100221,0.0101479,-1.93506,-1.91879,-1.90221,2561.4,3013.66,4.75981,1.00026
log_lik[176],-2.00352,0.000123548,0.00607516,0.00599489,-2.01386,-2.0035,-1.9937,2454.57,2733.54,4.56128,1.00107
log_lik[177],-1.69394,0.000192693,0.00968999,0.00982408,-1.70979,-1.69398,-1.678,2574.86,3062.34,4.78482,1.00025
log_lik[178],-1.71438,0.000110274,0.00558323,0.00566242,-1.72368,-1.71427,-1.70537,2621.18,2989.05,4.8709,1.00025
log_lik[179],-2.01186,0.000102531,0.0051853,0.00526071,-2.02051,-2.01175,-2.0035,2615.86,2989.05,4.86102,1.00025
log_lik[180],-3.34694,7.57757e-05,0.00373084,0.00367514,-3.35341,-3.34683,-3.34104,2462.02,2733.52,4.57513,1.00107
log_lik[181],-1.92895,0.000126156,0.00620412,0.00612284,-1.93949,-1.92893,-1.91891,2455.1,2733.43,4.56227,1.00107
log_lik[182],-1.39215,0.000181637,0.00920712,0.00936358,-1.40719,-1.39224,-1.37697,2617.58,3014.15,4.8642,1.00023
log_lik[183],-0.402246,0.0001527,0.00822785,0.00805586,-0.415962,-0.402326,-0.388706,2942.8,3125.87,5.46857,1.00109
log_lik[184],-1.41751,0.000117554,0.00596967,0.00604968,-1.42745,-1.41743,-1.40786,2635.11,2943.09,4.89678,1.00023
log_lik[185],-0.468154,0.000155559,0.00821018,0.00808094,-0.481879,-0.468223,-0.454645,2823.47,3126.33,5.24681,1.00148
log_lik[186],-0.891848,0.000157117,0.00785555,0.00776005,-0.905025,-0.891883,-0.87899,2534.97,2734.8,4.7107,1.00117
log_lik[187],-2.29207,0.00021064,0.0105501,0.0106604,-2.30934,-2.29215,-2.27473,2553.14,3013.66,4.74446,1.00027
log_lik[188],-1.86307,0.000106438,0.00538515,0.00546687,-1.87205,-1.86296,-1.85439,2617.36,2989.05,4.86379,1.00025
log_lik[189],-1.25949,0.00014824,0.00732547,0.0072574,-1.2719,-1.25953,-1.24748,2477.48,2743.66,4.60386,1.00107
log_lik[190],-1.34347,0.00011924,0.006063,0.00615405,-1.35353,-1.34339,-1.33368,2642.34,2943.02,4.91021,1.00022
log_lik[191],-2.06819,0.00020423,0.0102359,0.010354,-2.08491,-2.06826,-2.05135,2556.16,3013.66,4.75007,1.00027
log_lik[192],-3.12875,7.24943e-05,0.00366824,0.00371984,-3.13495,-3.12864,-3.12293,2626.8,2989.05,4.88135,1.00023
log_lik[193],-1.70989,0.000243155,0.011926,0.011795,-1.72967,-1.70971,-1.68987,2438.83,2733.54,4.53204,1.00109
log_lik[194],-2.21747,0.000208528,0.010446,0.0105565,-2.23456,-2.21755,-2.2003,2554.17,3013.66,4.74638,1.00027
log_lik[195],-2.23515,9.65901e-05,0.0048835,0.00494692,-2.24331,-2.23503,-2.22729,2615.71,2989.05,4.86072,1.00025
