,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
v_diff[1],2.47453,4.12388,5.90195,5.75342,-6.64795,4.88528,8.70843,4.42807,4000.0,0.00922628,3.36773
v_diff[2],-2.37959,1.91388,2.87831,3.88591,-5.44138,-2.69785,1.04566,5.26948,4000.0,0.0109794,2.08627
v_diff[3],1.79797,2.7343,3.9842,6.03556,-3.70481,2.66621,7.6213,4.63044,4000.0,0.00964794,2.81366
v_diff[4],-0.434028,1.48132,2.39801,2.55467,-4.46577,-1.0958,2.70155,5.40701,4000.0,0.011266,2.09405
v_diff[5],2.01133,2.59513,3.92196,3.59568,-4.56847,4.25749,6.6681,4.74855,4000.0,0.00989402,2.69024
v_diff[6],0.747562,2.86506,4.18711,6.09646,-5.96838,1.8141,6.70196,4.42732,4000.0,0.00922471,3.31244
v_diff[7],2.97076,3.13057,4.57854,3.04484,-4.20103,6.10806,8.09082,4.58702,4000.0,0.00955746,2.91905
v_diff[8],-2.90469,1.77509,2.76592,4.33624,-6.12989,-3.03613,0.429285,5.08996,4000.0,0.0106054,2.27612
v_diff[9],-1.35112,2.28121,3.36208,2.43005,-5.11553,-2.91758,3.82943,5.1803,4000.0,0.0107936,2.15217
v_diff[10],1.04462,3.43999,4.98415,6.59534,-7.80776,2.59547,7.04458,4.37978,4000.0,0.00912565,3.54905
v_diff[11],-4.45866,2.14661,3.26392,3.81346,-8.78551,-3.83474,0.973517,4.72703,4000.0,0.0098492,2.70387
v_diff[12],-0.692978,1.88795,2.8891,3.50278,-5.33763,-0.777556,2.81718,4.91355,4000.0,0.0102378,2.42761
v_diff[13],2.03166,2.64008,3.90174,6.01645,-3.49132,3.32449,7.55564,4.83583,4000.0,0.0100759,2.53413
v_diff[14],1.03282,2.52623,3.73762,4.7793,-5.37213,2.37277,5.72345,4.56293,4000.0,0.00950727,2.97759
v_diff[15],-2.00963,1.63129,2.53102,3.25847,-6.05258,-2.52845,0.58674,5.37983,4000.0,0.0112093,2.13173
v_diff[16],1.22094,2.65236,3.91394,6.02486,-4.83204,2.37086,6.61335,4.62545,4000.0,0.00963754,2.79443
v_diff[17],2.81279,3.59535,5.16983,2.74706,-4.9201,6.29684,8.04209,4.44243,4000.0,0.00925619,3.26948
v_diff[18],-0.873943,2.09762,3.14219,1.84661,-5.87923,-1.38914,3.69127,4.79865,4000.0,0.00999841,2.51475
v_diff[19],-1.18314,3.61732,5.31769,7.97137,-7.12903,-1.55053,6.90616,4.39942,4000.0,0.00916659,3.42499
v_diff[20],-2.58169,2.57849,3.85584,5.39505,-7.7754,-3.17839,2.53946,4.76701,4000.0,0.0099325,2.6127
v_diff[21],-0.578147,1.77113,2.68672,0.953898,-5.50121,1.35083,1.98596,4.63647,4000.0,0.0096605,2.80101
v_diff[22],1.19592,2.93247,4.3776,5.14716,-5.57556,2.77794,6.24986,4.53766,4000.0,0.00945461,3.01012
group_beta,0.642981,0.193153,0.274531,0.271158,0.197486,0.686417,0.928298,4.80859,4000.0,0.0100191,2.73945
